specimen_id,sweep_number,stim_mean,stim_max,stim_min,stim_std,stim_duration,stim_integral,stim_rise_time,spike_count,stim_onset,stim_offset,stim_symmetry,first_spike_latency,mean_isi,std_isi,baseline_vstd
519832676,7,0.3,100.0,0.0,5.4690037,0.003,0.3,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.08170239
519832676,8,0.6,200.0,0.0,10.938007,0.003,0.6,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.09963427
519832676,9,0.9,300.0,0.0,16.407011,0.003,0.89999986,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.13916384
519832676,10,1.2,400.0,0.0,21.876015,0.003,1.2,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.10030372
519832676,11,1.4999999,499.99997,0.0,27.345016,0.003,1.5,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.24039893
519832676,12,1.8,600.0,0.0,32.814022,0.003,1.7999997,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.3021258
519832676,13,2.1,700.0,0.0,38.283028,0.003,2.1,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.21311161
519832676,14,2.4,800.0,0.0,43.75203,0.003,2.4,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.14781156
519832676,15,2.7,900.0,0.0,49.221027,0.003,2.7000003,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.19312838
519832676,16,2.9999998,999.99994,0.0,54.690033,0.003,3.0,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.2552782
519832676,17,3.3,1100.0,0.0,60.15904,0.003,3.3000004,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.1668125
519832676,18,3.6,1200.0,0.0,65.628044,0.003,3.5999994,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.22317214
519832676,19,3.9,1300.0,0.0,71.09705,0.003,3.8999996,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.09521387
569095789,7,0.3,100.0,0.0,5.4690037,0.003,0.3,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.08672995
569095789,8,0.6,200.0,0.0,10.938007,0.003,0.6,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.07104329
569095789,9,0.9,300.0,0.0,16.407011,0.003,0.89999986,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.06932133
569095789,10,1.2,400.0,0.0,21.876015,0.003,1.2,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.118727565
569095789,11,1.4999999,499.99997,0.0,27.345016,0.003,1.5,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.08896357
569095789,12,1.8,600.0,0.0,32.814022,0.003,1.7999997,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.06546391
569095789,13,2.1,700.0,0.0,38.283028,0.003,2.1,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.077845894
569095789,14,2.4,800.0,0.0,43.75203,0.003,2.4,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.05922284
569095789,16,2.55,850.0,0.0,46.486538,0.003,2.5500002,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.06836184
569095789,17,2.61,870.0,0.0,47.580334,0.003,2.61,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.10308495
569095789,18,2.64,880.0,0.0,48.127235,0.003,2.6399999,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.05146856
569095789,19,2.67,890.0,0.0,48.674133,0.003,2.67,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.14555478
569095789,20,2.7,900.0,0.0,49.221027,0.003,2.7000003,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.119860955
569095789,22,2.76,920.0,0.0,50.314823,0.003,2.7600002,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.090362005
569095789,23,2.79,930.0,0.0,50.86173,0.003,2.7899997,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.11095445
569095789,24,2.8199997,939.99994,0.0,51.408623,0.003,2.8199992,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.094289675
569095789,25,2.8499997,949.99994,0.0,51.955536,0.003,2.8499994,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.12899299
576095991,8,0.3,100.0,0.0,5.4690037,0.003,0.3,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.22266869
576095991,9,0.6,200.0,0.0,10.938007,0.003,0.6,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.21157873
576095991,10,0.9,300.0,0.0,16.407011,0.003,0.89999986,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.359554
576095991,11,1.2,400.0,0.0,21.876015,0.003,1.2,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.29500026
576095991,14,1.29,430.0,0.0,23.516716,0.003,1.2899997,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.22628793
576095991,19,1.32,440.0,0.0,24.063618,0.003,1.3199999,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.14102536
576095991,21,1.35,450.0,0.0,24.610514,0.003,1.3500001,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.30356777
576095991,28,1.4099998,469.99997,0.0,25.704311,0.003,1.4099996,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.18962838
576095991,30,1.4099998,469.99997,0.0,25.704311,0.003,1.4099996,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.16434528
576095991,31,1.4099998,469.99997,0.0,25.704311,0.003,1.4099996,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.21113992
576095991,68,1.4099998,469.99997,0.0,25.704311,0.003,1.4099996,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.24273658
576095991,69,1.4399998,479.99997,0.0,26.25122,0.003,1.4399998,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.20091435
576095991,70,1.4699998,489.99997,0.0,26.798117,0.003,1.47,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.2813874
576095991,71,1.4999999,499.99997,0.0,27.345016,0.003,1.5,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.19161569
576095991,74,1.5299999,509.99997,0.0,27.891916,0.003,1.5299999,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.19329627
576095991,75,1.56,520.0,0.0,28.43882,0.003,1.5599998,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.13762498
576095991,99,-0.1,200.0,-200.0,9.9995,0.0025,-0.099999994,0.022,0,1.022,1.8245,0.7805,,,,0.25321618
576095991,100,-0.1,200.0,-200.0,9.9995,0.0025,-0.099999994,0.022,0,1.022,1.8245,0.7805,,,,0.2422422
576095991,106,-0.1,200.0,-200.0,9.9995,0.0025,-0.099999994,0.022,0,1.022,1.8245,0.7805,,,,0.29492489
545608578,11,0.3,100.0,0.0,5.4690037,0.003,0.3,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.08609709
545608578,12,0.6,200.0,0.0,10.938007,0.003,0.6,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.06483341
545608578,13,0.9,300.0,0.0,16.407011,0.003,0.89999986,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.066018835
545608578,14,1.2,400.0,0.0,21.876015,0.003,1.2,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.080503404
545608578,15,1.4999999,499.99997,0.0,27.345016,0.003,1.5,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.05224406
545608578,16,1.8,600.0,0.0,32.814022,0.003,1.7999997,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.053664606
545608578,17,2.1,700.0,0.0,38.283028,0.003,2.1,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.050839882
545608578,18,2.4,800.0,0.0,43.75203,0.003,2.4,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.06298909
545608578,19,2.7,900.0,0.0,49.221027,0.003,2.7000003,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.1050605
545608578,20,2.9999998,999.99994,0.0,54.690033,0.003,3.0,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.08888039
545608578,21,3.3,1100.0,0.0,60.15904,0.003,3.3000004,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.048516598
545608578,22,3.6,1200.0,0.0,65.628044,0.003,3.5999994,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.06162583
545608578,23,3.9,1300.0,0.0,71.09705,0.003,3.8999996,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.052031156
545608578,24,4.2,1400.0,0.0,76.566055,0.003,4.2,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.07153175
545608578,25,4.5,1500.0,0.0,82.03506,0.003,4.5,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.07902256
545608578,26,4.8,1600.0,0.0,87.50406,0.003,4.8,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.06400821
545608578,27,5.1,1700.0,0.0,92.973076,0.003,5.1000004,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.07830002
545608578,28,5.4,1800.0,0.0,98.442055,0.003,5.4000006,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.0745461
545608578,29,5.6999993,1899.9999,0.0,103.91107,0.003,5.699999,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.06468542
545608578,30,5.9999995,1999.9999,0.0,109.380066,0.003,6.0,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.05652066
545608578,32,6.15,2050.0,0.0,112.11456,0.003,6.15,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.11252418
545608578,33,6.21,2070.0,0.0,113.20837,0.003,6.210001,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.06002319
545608578,34,6.27,2090.0,0.0,114.30218,0.003,6.2700005,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.09895174
545608578,35,6.3,2100.0,0.0,114.84907,0.003,6.3,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.07390579
545608578,36,6.39,2130.0,0.0,116.4898,0.003,6.3899994,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.100678176
545608578,37,6.48,2160.0,0.0,118.13048,0.003,6.4799995,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.06143694
545608578,39,6.57,2190.0,0.0,119.77118,0.003,6.5699997,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.07987235
545608578,40,6.57,2190.0,0.0,119.77118,0.003,6.5699997,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.06117015
545608578,41,6.66,2220.0,0.0,121.411896,0.003,6.66,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.07462373
545608578,45,6.75,2250.0,0.0,123.05259,0.003,6.75,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.06014959
545608578,46,6.75,2250.0,0.0,123.05259,0.003,6.75,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.053986307
545608578,105,-0.1,200.0,-200.0,9.9995,0.0025,-0.099999994,0.022,0,1.022,1.8245,0.7805,,,,0.060738396
561467633,9,0.3,100.0,0.0,5.4690037,0.003,0.3,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.09306509
561467633,10,0.6,200.0,0.0,10.938007,0.003,0.6,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.047816195
561467633,11,0.9,300.0,0.0,16.407011,0.003,0.89999986,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.056778133
561467633,12,1.2,400.0,0.0,21.876015,0.003,1.2,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.06924485
561467633,13,1.4999999,499.99997,0.0,27.345016,0.003,1.5,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.07243697
561467633,14,1.8,600.0,0.0,32.814022,0.003,1.7999997,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.06650628
561467633,15,2.1,700.0,0.0,38.283028,0.003,2.1,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.06927198
561467633,16,2.4,800.0,0.0,43.75203,0.003,2.4,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.05963541
561467633,17,2.7,900.0,0.0,49.221027,0.003,2.7000003,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.05955462
561467633,18,2.9999998,999.99994,0.0,54.690033,0.003,3.0,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.050419815
561467633,19,3.3,1100.0,0.0,60.15904,0.003,3.3000004,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.072179295
561467633,20,3.6,1200.0,0.0,65.628044,0.003,3.5999994,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.060960393
561467633,21,3.9,1300.0,0.0,71.09705,0.003,3.8999996,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.077763505
561467633,22,4.2,1400.0,0.0,76.566055,0.003,4.2,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.053967495
561467633,23,4.5,1500.0,0.0,82.03506,0.003,4.5,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.05112628
561467633,26,4.59,1530.0,0.0,83.67574,0.003,4.5900006,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.06311221
561467633,27,4.62,1540.0,0.0,84.22266,0.003,4.619999,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.050130434
561467633,28,4.65,1550.0,0.0,84.76955,0.003,4.6499996,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.04981687
561467633,30,4.68,1560.0,0.0,85.31646,0.003,4.6799994,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.054046635
561467633,34,4.71,1570.0,0.0,85.86335,0.003,4.71,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.22583528
561467633,72,-0.1,200.0,-200.0,9.9995,0.0025,-0.099999994,0.022,0,1.022,1.8245,0.7805,,,,0.0893494
561467633,73,-0.1,200.0,-200.0,9.9995,0.0025,-0.099999994,0.022,0,1.022,1.8245,0.7805,,,,0.09854629
528706755,7,0.3,100.0,0.0,5.4690037,0.003,0.3,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.18346542
528706755,8,0.6,200.0,0.0,10.938007,0.003,0.6,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.09270067
528706755,9,0.9,300.0,0.0,16.407011,0.003,0.89999986,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.10158636
528706755,10,1.2,400.0,0.0,21.876015,0.003,1.2,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.21949756
528706755,11,1.4999999,499.99997,0.0,27.345016,0.003,1.5,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.21714711
528706755,12,1.8,600.0,0.0,32.814022,0.003,1.7999997,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.115581535
528706755,16,2.9999998,999.99994,0.0,54.690033,0.003,3.0,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.1361787
528706755,17,3.3,1100.0,0.0,60.15904,0.003,3.3000004,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.13126865
528706755,18,3.6,1200.0,0.0,65.628044,0.003,3.5999994,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.23823228
528706755,19,3.9,1300.0,0.0,71.09705,0.003,3.8999996,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.14632656
528706755,20,4.2,1400.0,0.0,76.566055,0.003,4.2,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.12959185
528706755,21,4.5,1500.0,0.0,82.03506,0.003,4.5,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.06996552
528706755,22,4.8,1600.0,0.0,87.50406,0.003,4.8,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.1570044
528706755,23,5.1,1700.0,0.0,92.973076,0.003,5.1000004,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.10380981
528706755,24,5.4,1800.0,0.0,98.442055,0.003,5.4000006,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.19239216
528706755,25,5.6999993,1899.9999,0.0,103.91107,0.003,5.699999,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.06967133
528706755,26,5.9999995,1999.9999,0.0,109.380066,0.003,6.0,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.12547766
528706755,27,6.3,2100.0,0.0,114.84907,0.003,6.3,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.09189452
528706755,29,6.45,2150.0,0.0,117.58358,0.003,6.449999,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.21803062
528706755,81,-0.1,200.0,-200.0,9.9995,0.0025,-0.099999994,0.022,0,1.022,1.8245,0.7805,,,,0.2688274
528706755,82,-0.1,200.0,-200.0,9.9995,0.0025,-0.099999994,0.022,0,1.022,1.8245,0.7805,,,,0.3062815
530055374,7,0.3,100.0,0.0,5.4690037,0.003,0.3,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.068582766
530055374,8,0.6,200.0,0.0,10.938007,0.003,0.6,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.06534199
530055374,9,0.9,300.0,0.0,16.407011,0.003,0.89999986,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.07331189
530055374,10,1.2,400.0,0.0,21.876015,0.003,1.2,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.13402231
530055374,11,1.4999999,499.99997,0.0,27.345016,0.003,1.5,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.13628165
530055374,12,1.8,600.0,0.0,32.814022,0.003,1.7999997,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.09616131
530055374,13,2.1,700.0,0.0,38.283028,0.003,2.1,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.22630481
530055374,14,2.4,800.0,0.0,43.75203,0.003,2.4,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.10580914
530055374,15,2.7,900.0,0.0,49.221027,0.003,2.7000003,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.114137866
530055374,16,2.9999998,999.99994,0.0,54.690033,0.003,3.0,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.107873864
530055374,17,3.3,1100.0,0.0,60.15904,0.003,3.3000004,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.05486395
530055374,18,3.6,1200.0,0.0,65.628044,0.003,3.5999994,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.1387816
530055374,19,3.9,1300.0,0.0,71.09705,0.003,3.8999996,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.08042616
530055374,20,4.2,1400.0,0.0,76.566055,0.003,4.2,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.07893221
530055374,21,4.5,1500.0,0.0,82.03506,0.003,4.5,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.07684999
530055374,22,4.8,1600.0,0.0,87.50406,0.003,4.8,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.06587257
530055374,23,5.1,1700.0,0.0,92.973076,0.003,5.1000004,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.29085237
530055374,24,5.4,1800.0,0.0,98.442055,0.003,5.4000006,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.15683173
530055374,25,5.6999993,1899.9999,0.0,103.91107,0.003,5.699999,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.08182908
530055374,26,5.9999995,1999.9999,0.0,109.380066,0.003,6.0,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.110562794
530055374,27,6.3,2100.0,0.0,114.84907,0.003,6.3,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.07413124
530055374,28,6.6,2200.0,0.0,120.31808,0.003,6.600001,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.12854414
530055374,29,6.9,2300.0,0.0,125.78708,0.003,6.8999996,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.10403038
530055374,30,7.2,2400.0,0.0,131.25609,0.003,7.199999,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.10428707
530055374,31,7.5,2500.0,0.0,136.7251,0.003,7.5000005,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.2496996
530055374,32,7.8,2600.0,0.0,142.1941,0.003,7.799999,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.10056903
530055374,33,8.1,2700.0,0.0,147.6631,0.003,8.1,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.0657444
530055374,37,8.13,2710.0,0.0,148.21,0.003,8.129999,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.065071635
530055374,38,8.16,2720.0,0.0,148.75688,0.003,8.159999,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.07673644
530055374,39,8.19,2730.0,0.0,149.30379,0.003,8.190001,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.05386762
530055374,40,8.22,2740.0,0.0,149.85071,0.003,8.219998,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.113113694
530055374,41,8.25,2750.0,0.0,150.3976,0.003,8.25,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.07759968
530055374,42,8.28,2760.0,0.0,150.94449,0.003,8.28,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.09805894
530055374,43,8.31,2770.0,0.0,151.4914,0.003,8.310001,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.13579357
530055374,46,8.34,2780.0,0.0,152.0383,0.003,8.339999,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.12289526
530055374,47,8.34,2780.0,0.0,152.0383,0.003,8.339999,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.048984636
530055374,48,8.37,2790.0,0.0,152.5852,0.003,8.370001,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.33623168
530055374,49,8.4,2800.0,0.0,153.13211,0.003,8.4,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.05946065
530055374,50,8.43,2810.0,0.0,153.679,0.003,8.430001,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.095524095
530055374,51,8.49,2830.0,0.0,154.77281,0.003,8.489999,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.07700828
530055374,53,8.52,2840.0,0.0,155.31972,0.003,8.52,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.10558406
530055374,54,8.55,2850.0,0.0,155.86662,0.003,8.549999,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.1252976
530055374,55,8.58,2860.0,0.0,156.41347,0.003,8.580002,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.06798038
530055374,56,8.61,2870.0,0.0,156.96037,0.003,8.609999,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.08151582
530055374,57,8.64,2880.0,0.0,157.50734,0.003,8.640001,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.10815241
530055374,59,8.67,2890.0,0.0,158.05421,0.003,8.67,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.10232192
530055374,60,8.7,2900.0,0.0,158.60109,0.003,8.699998,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.18219869
530055374,61,8.73,2910.0,0.0,159.14803,0.003,8.73,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.07985114
530055374,62,8.79,2930.0,0.0,160.24182,0.003,8.790001,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.1126378
530055374,64,8.82,2940.0,0.0,160.78871,0.003,8.819998,0.02,0,1.02,1.023,-0.01700000000000011,,,,0.11188172
