specimen_id,sweep_number,stimulus_amplitude_pA,num_spikes
576095991,41,50000000000000.0,0
576095991,42,70000000000000.0,4
576095991,43,90000000000000.0,9
576095991,44,110000000000000.0,13
576095991,45,130000000000000.0,16
576095991,46,150000000000000.0,19
576095991,48,190000000000000.0,25
576095991,49,210000000000000.0,27
576095991,51,70000000000000.0,0
576095991,53,80000000000000.0,4
576095991,54,80000000000000.0,5
576095991,55,80000000000000.0,5
576095991,57,119999992370605.47,13
576095991,58,119999992370605.47,13
576095991,59,119999992370605.47,13
576095991,60,119999992370605.47,13
576095991,61,160000000000000.0,19
576095991,62,160000000000000.0,18
576095991,63,80000000000000.0,3
576095991,64,185375000000000.0,0
576095991,65,188625000000000.0,0
576095991,66,185375000000000.0,0
576095991,67,188625000000000.0,0
576095991,68,469999969482421.9,0
576095991,69,479999969482421.9,0
576095991,70,489999969482421.9,0
576095991,71,499999969482421.9,0
576095991,72,550000000000000.0,1
576095991,73,530000000000000.0,1
576095991,74,509999969482421.9,0
576095991,75,520000000000000.0,0
576095991,76,530000000000000.0,1
576095991,77,530000000000000.0,0
576095991,78,530000000000000.0,0
576095991,86,530000000000000.0,0
576095991,87,530000000000000.0,0
576095991,88,530000000000000.0,0
576095991,89,530000000000000.0,0
576095991,90,530000000000000.0,0
576095991,91,530000000000000.0,0
576095991,92,530000000000000.0,0
576095991,93,530000000000000.0,0
576095991,94,530000000000000.0,0
576095991,95,530000000000000.0,0
576095991,96,530000000000000.0,0
576095991,97,530000000000000.0,0
576095991,99,400000000000000.0,0
576095991,100,400000000000000.0,0
576095991,106,400000000000000.0,0
576095991,109,50000000000000.0,0
545608578,8,800000000000000.0,0
545608578,9,800000000000000.0,0
545608578,10,800000000000000.0,0
545608578,11,100000000000000.0,0
545608578,12,200000000000000.0,0
545608578,13,300000000000000.0,0
545608578,14,400000000000000.0,0
545608578,15,499999969482421.9,0
545608578,16,600000000000000.0,0
545608578,17,700000000000000.0,0
545608578,18,800000000000000.0,0
545608578,19,900000000000000.0,0
545608578,20,999999938964843.8,0
545608578,21,1100000000000000.0,0
545608578,22,1200000000000000.0,0
545608578,23,1300000000000000.0,0
545608578,24,1400000000000000.0,0
545608578,25,1500000000000000.0,0
545608578,26,1600000000000000.0,0
545608578,27,1700000000000000.0,0
545608578,28,1800000000000000.0,0
545608578,29,1899999877929687.5,0
545608578,30,1999999877929687.5,0
545608578,31,2100000000000000.0,1
545608578,32,2050000000000000.0,0
545608578,33,2070000000000000.0,0
545608578,34,2090000000000000.0,0
545608578,35,2100000000000000.0,0
545608578,36,2130000000000000.0,0
545608578,37,2160000000000000.0,0
545608578,38,2190000000000000.0,1
545608578,39,2190000000000000.0,0
545608578,40,2190000000000000.0,0
545608578,41,2220000000000000.0,0
545608578,42,2250000000000000.0,1
545608578,43,2250000000000000.0,1
545608578,44,2250000000000000.0,1
545608578,45,2250000000000000.0,0
545608578,46,2250000000000000.0,0
545608578,47,160000000000000.0,0
545608578,48,140000000000000.0,0
545608578,49,120000000000000.0,0
545608578,50,100000000000000.0,0
545608578,51,80000000000000.0,0
545608578,53,50000000000000.0,0
545608578,54,50000000000000.0,0
545608578,55,50000000000000.0,0
545608578,56,70000000000000.0,0
545608578,57,90000000000000.0,0
545608578,58,110000000000000.0,0
545608578,59,130000000000000.0,0
545608578,60,150000000000000.0,0
545608578,61,170000000000000.0,0
545608578,62,190000000000000.0,0
545608578,63,210000000000000.0,0
545608578,64,230000000000000.0,0
545608578,65,249999984741210.94,0
545608578,66,270000000000000.0,0
545608578,67,290000000000000.0,0
545608578,68,310000000000000.0,0
545608578,69,330000000000000.0,0
545608578,70,350000000000000.0,0
545608578,71,370000000000000.0,0
545608578,72,390000000000000.0,0
545608578,73,410000000000000.0,0
545608578,74,430000000000000.0,0
545608578,75,450000000000000.0,0
545608578,76,469999969482421.9,0
545608578,77,489999969482421.9,0
545608578,78,509999969482421.9,0
545608578,79,530000000000000.0,0
545608578,80,550000000000000.0,0
545608578,81,570000000000000.0,1
545608578,82,590000000000000.0,1
545608578,83,610000000000000.0,1
545608578,84,630000000000000.0,3
545608578,85,650000000000000.0,5
545608578,86,670000000000000.0,7
545608578,87,690000000000000.0,8
545608578,88,710000000000000.0,9
545608578,89,560000000000000.0,1
545608578,90,550000000000000.0,0
545608578,91,560000000000000.0,1
545608578,92,560000000000000.0,1
545608578,93,560000000000000.0,1
545608578,94,560000000000000.0,0
545608578,95,1298000000000000.0,0
545608578,96,1320250000000000.0,0
545608578,97,1298000000000000.0,0
545608578,98,1320250000000000.0,0
545608578,99,1298000000000000.0,0
545608578,100,1320250000000000.0,0
545608578,101,1298000000000000.0,0
545608578,102,1320250000000000.0,0
545608578,105,400000000000000.0,0
545608578,108,50000000000000.0,0
561467633,6,800000000000000.0,0
561467633,7,800000000000000.0,0
561467633,8,800000000000000.0,0
561467633,9,100000000000000.0,0
561467633,10,200000000000000.0,0
561467633,11,300000000000000.0,0
561467633,12,400000000000000.0,0
561467633,13,499999969482421.9,0
561467633,14,600000000000000.0,0
561467633,15,700000000000000.0,0
561467633,16,800000000000000.0,0
561467633,17,900000000000000.0,0
561467633,18,999999938964843.8,0
561467633,19,1100000000000000.0,0
561467633,20,1200000000000000.0,0
561467633,21,1300000000000000.0,0
561467633,22,1400000000000000.0,0
561467633,23,1500000000000000.0,0
561467633,24,1600000000000000.0,1
561467633,25,1550000000000000.0,1
561467633,26,1530000000000000.0,0
561467633,27,1540000000000000.0,0
561467633,28,1550000000000000.0,0
561467633,29,1560000000000000.0,1
561467633,30,1560000000000000.0,0
561467633,31,1570000000000000.0,1
561467633,32,1570000000000000.0,1
561467633,33,1570000000000000.0,1
561467633,34,1570000000000000.0,0
561467633,44,160000000000000.0,0
561467633,45,140000000000000.0,0
561467633,46,120000000000000.0,0
561467633,47,100000000000000.0,0
561467633,48,80000000000000.0,0
561467633,49,60000000000000.0,0
561467633,50,50000000000000.0,0
561467633,51,50000000000000.0,0
561467633,52,50000000000000.0,0
561467633,53,70000000000000.0,0
561467633,54,90000000000000.0,0
561467633,55,110000000000000.0,0
561467633,56,130000000000000.0,0
561467633,57,150000000000000.0,1
561467633,58,170000000000000.0,1
561467633,59,190000000000000.0,2
561467633,60,210000000000000.0,2
561467633,61,230000000000000.0,3
561467633,62,249999984741210.94,3
561467633,63,270000000000000.0,4
561467633,64,290000000000000.0,5
561467633,65,140000000000000.0,0
561467633,66,160000000000000.0,0
561467633,67,180000000000000.0,1
561467633,68,180000000000000.0,1
561467633,69,180000000000000.0,1
561467633,70,180000000000000.0,1
561467633,72,400000000000000.0,0
561467633,73,400000000000000.0,0
561467633,77,50000000000000.0,0
528706755,4,800000000000000.0,0
528706755,5,800000000000000.0,0
528706755,6,800000000000000.0,0
528706755,7,100000000000000.0,0
528706755,8,200000000000000.0,0
528706755,9,300000000000000.0,0
528706755,10,400000000000000.0,0
528706755,11,499999969482421.9,0
528706755,12,600000000000000.0,0
528706755,16,999999938964843.8,0
528706755,17,1100000000000000.0,0
528706755,18,1200000000000000.0,0
528706755,19,1300000000000000.0,0
528706755,20,1400000000000000.0,0
528706755,21,1500000000000000.0,0
528706755,22,1600000000000000.0,0
528706755,23,1700000000000000.0,0
528706755,24,1800000000000000.0,0
528706755,25,1899999877929687.5,0
528706755,26,1999999877929687.5,0
528706755,27,2100000000000000.0,0
528706755,29,2150000000000000.0,0
528706755,30,2170000000000000.0,1
528706755,31,2180000000000000.0,1
528706755,32,2190000000000000.0,1
528706755,33,2200000000000000.0,1
528706755,34,2220000000000000.0,1
528706755,35,2230000000000000.0,1
528706755,36,2250000000000000.0,1
528706755,37,2270000000000000.0,1
528706755,41,2280000000000000.0,1
528706755,43,160000000000000.0,0
528706755,44,140000000000000.0,0
528706755,45,120000000000000.0,0
528706755,46,100000000000000.0,0
528706755,49,50000000000000.0,0
528706755,50,50000000000000.0,0
528706755,51,50000000000000.0,0
528706755,52,70000000000000.0,0
528706755,53,90000000000000.0,0
528706755,54,110000000000000.0,0
528706755,55,130000000000000.0,0
528706755,56,150000000000000.0,0
528706755,57,170000000000000.0,0
528706755,58,190000000000000.0,0
528706755,59,210000000000000.0,0
528706755,60,230000000000000.0,2
528706755,61,249999984741210.94,4
528706755,62,270000000000000.0,5
528706755,63,290000000000000.0,7
528706755,64,310000000000000.0,8
528706755,67,370000000000000.0,12
528706755,68,230000000000000.0,2
528706755,70,230000000000000.0,2
528706755,71,230000000000000.0,3
528706755,72,533125000000000.0,0
528706755,74,533125000000000.0,0
528706755,75,542250000000000.0,0
528706755,76,533125000000000.0,0
528706755,77,542250000000000.0,0
528706755,78,533125000000000.0,0
528706755,79,542250000000000.0,0
528706755,81,400000000000000.0,0
528706755,82,400000000000000.0,0
528706755,83,230000000000000.0,2
528706755,84,230000000000000.0,2
528706755,85,230000000000000.0,2
528706755,86,230000000000000.0,1
528706755,87,270000000000000.0,5
528706755,88,270000000000000.0,6
528706755,89,270000000000000.0,6
528706755,90,270000000000000.0,6
528706755,91,310000000000000.0,9
528706755,93,310000000000000.0,9
528706755,95,987750000000000.0,0
528706755,96,987750000000000.0,0
528706755,97,987750000000000.0,0
528706755,100,50000000000000.0,0
530055374,4,800000000000000.0,0
530055374,5,800000000000000.0,0
530055374,6,800000000000000.0,0
530055374,7,100000000000000.0,0
530055374,8,200000000000000.0,0
530055374,9,300000000000000.0,0
530055374,10,400000000000000.0,0
530055374,11,499999969482421.9,0
530055374,12,600000000000000.0,0
530055374,13,700000000000000.0,0
530055374,14,800000000000000.0,0
530055374,15,900000000000000.0,0
530055374,16,999999938964843.8,0
530055374,17,1100000000000000.0,0
530055374,18,1200000000000000.0,0
530055374,19,1300000000000000.0,0
530055374,20,1400000000000000.0,0
530055374,21,1500000000000000.0,0
530055374,22,1600000000000000.0,0
530055374,23,1700000000000000.0,0
530055374,24,1800000000000000.0,0
530055374,25,1899999877929687.5,0
530055374,26,1999999877929687.5,0
530055374,27,2100000000000000.0,0
530055374,28,2200000000000000.0,0
530055374,29,2300000000000000.0,0
530055374,30,2400000000000000.0,0
530055374,31,2500000000000000.0,0
530055374,32,2600000000000000.0,0
530055374,33,2700000000000000.0,0
530055374,34,2800000000000000.0,1
530055374,35,2750000000000000.0,1
530055374,36,2730000000000000.0,1
530055374,37,2710000000000000.0,0
530055374,38,2720000000000000.0,0
530055374,39,2730000000000000.0,0
530055374,40,2740000000000000.0,0
530055374,41,2750000000000000.0,0
530055374,42,2760000000000000.0,0
530055374,43,2770000000000000.0,0
530055374,44,2790000000000000.0,1
530055374,45,2780000000000000.0,1
530055374,46,2780000000000000.0,0
530055374,47,2780000000000000.0,0
530055374,48,2790000000000000.0,0
530055374,49,2800000000000000.0,0
530055374,50,2810000000000000.0,0
530055374,51,2830000000000000.0,0
530055374,52,2850000000000000.0,1
530055374,53,2840000000000000.0,0
530055374,54,2850000000000000.0,0
530055374,55,2860000000000000.0,0
530055374,56,2870000000000000.0,0
530055374,57,2880000000000000.0,0
530055374,58,2890000000000000.0,1
530055374,59,2890000000000000.0,0
530055374,60,2900000000000000.0,0
530055374,61,2910000000000000.0,0
530055374,62,2930000000000000.0,0
530055374,63,2950000000000000.0,1
530055374,64,2940000000000000.0,0
530055374,65,2950000000000000.0,1
530055374,66,2950000000000000.0,0
530055374,67,2970000000000000.0,0
530055374,68,2990000000000000.0,0
530055374,69,3000000000000000.0,0
530055374,70,3010000000000000.0,0
530055374,71,3030000000000000.0,1
530055374,72,3020000000000000.0,0
530055374,73,3030000000000000.0,0
530055374,74,3050000000000000.0,0
530055374,75,3070000000000000.0,1
530055374,76,3070000000000000.0,1
530055374,77,3070000000000000.0,1
530055374,78,3070000000000000.0,0
530055374,79,3070000000000000.0,1
530055374,80,160000000000000.0,0
530055374,81,140000000000000.0,0
530055374,82,120000000000000.0,0
530055374,83,100000000000000.0,0
530055374,84,80000000000000.0,0
530055374,85,60000000000000.0,0
530055374,86,50000000000000.0,0
530055374,87,50000000000000.0,0
530055374,88,50000000000000.0,0
530055374,89,70000000000000.0,0
530055374,90,90000000000000.0,0
530055374,91,110000000000000.0,0
530055374,92,130000000000000.0,0
530055374,93,150000000000000.0,0
530055374,94,170000000000000.0,0
530055374,95,190000000000000.0,0
530055374,96,210000000000000.0,0
530055374,97,230000000000000.0,1
530055374,98,249999984741210.94,1
530055374,99,270000000000000.0,1
530055374,100,290000000000000.0,1
530055374,101,310000000000000.0,1
530055374,102,330000000000000.0,2
530055374,103,350000000000000.0,2
530055374,104,370000000000000.0,2
530055374,105,390000000000000.0,2
530055374,106,100000000000000.0,0
530055374,107,200000000000000.0,0
530055374,108,249999984741210.94,1
530055374,109,230000000000000.0,0
530055374,110,239999984741210.94,0
530055374,111,249999984741210.94,1
530055374,112,249999984741210.94,1
530055374,113,249999984741210.94,1
530055374,114,249999984741210.94,1
530055374,115,579500000000000.0,0
530055374,116,589375000000000.0,0
530055374,117,579500000000000.0,0
530055374,118,589375000000000.0,0
530055374,119,579500000000000.0,0
530055374,120,589375000000000.0,0
530055374,121,579500000000000.0,0
530055374,124,400000000000000.0,0
530055374,125,400000000000000.0,0
530055374,128,50000000000000.0,0
531520637,4,800000000000000.0,0
531520637,5,800000000000000.0,0
531520637,6,800000000000000.0,0
531520637,7,100000000000000.0,0
531520637,8,200000000000000.0,0
531520637,9,300000000000000.0,0
531520637,10,400000000000000.0,0
531520637,11,499999969482421.9,0
531520637,12,600000000000000.0,0
531520637,13,700000000000000.0,0
531520637,14,800000000000000.0,1
531520637,15,750000000000000.0,1
531520637,16,730000000000000.0,0
531520637,17,740000000000000.0,0
531520637,18,750000000000000.0,0
531520637,19,760000000000000.0,1
531520637,20,760000000000000.0,1
531520637,21,760000000000000.0,1
531520637,22,760000000000000.0,1
531520637,23,760000000000000.0,1
531520637,24,160000000000000.0,0
531520637,25,140000000000000.0,0
531520637,26,120000000000000.0,0
531520637,27,100000000000000.0,0
531520637,28,80000000000000.0,0
531520637,29,60000000000000.0,0
531520637,30,50000000000000.0,0
531520637,31,50000000000000.0,0
531520637,32,50000000000000.0,0
531520637,33,70000000000000.0,0
531520637,34,90000000000000.0,0
531520637,35,110000000000000.0,0
531520637,36,130000000000000.0,0
531520637,37,150000000000000.0,0
531520637,38,170000000000000.0,0
531520637,39,190000000000000.0,0
531520637,40,210000000000000.0,0
531520637,41,230000000000000.0,0
531520637,42,249999984741210.94,0
531520637,43,270000000000000.0,0
531520637,44,290000000000000.0,1
531520637,45,310000000000000.0,1
531520637,46,330000000000000.0,2
531520637,47,350000000000000.0,2
531520637,48,370000000000000.0,18
531520637,49,390000000000000.0,41
531520637,50,410000000000000.0,63
531520637,51,430000000000000.0,68
531520637,52,280000000000000.0,0
531520637,53,290000000000000.0,1
531520637,54,290000000000000.0,1
531520637,55,290000000000000.0,1
531520637,56,290000000000000.0,1
531520637,57,672125000000000.0,0
531520637,58,683750000000000.0,0
531520637,59,672125000000000.0,0
531520637,60,683750000000000.0,0
531520637,61,672125000000000.0,0
531520637,62,683750000000000.0,0
531520637,63,672125000000000.0,0
531520637,64,683750000000000.0,0
531520637,67,50000000000000.0,0
530097064,4,800000000000000.0,0
530097064,5,800000000000000.0,0
530097064,6,800000000000000.0,0
530097064,7,100000000000000.0,0
530097064,8,200000000000000.0,0
530097064,9,300000000000000.0,0
530097064,10,400000000000000.0,0
530097064,11,499999969482421.9,0
530097064,12,600000000000000.0,0
530097064,13,700000000000000.0,0
530097064,14,800000000000000.0,0
530097064,15,900000000000000.0,0
530097064,16,999999938964843.8,0
530097064,17,1100000000000000.0,0
530097064,18,1200000000000000.0,0
530097064,19,1300000000000000.0,0
530097064,20,1400000000000000.0,0
530097064,21,1500000000000000.0,0
530097064,23,1550000000000000.0,1
530097064,24,1530000000000000.0,0
530097064,25,1540000000000000.0,1
530097064,26,1540000000000000.0,0
530097064,27,1550000000000000.0,1
530097064,28,1550000000000000.0,0
530097064,29,1550000000000000.0,0
530097064,30,1570000000000000.0,0
530097064,31,1590000000000000.0,1
530097064,32,1590000000000000.0,1
530097064,33,1590000000000000.0,0
530097064,34,1590000000000000.0,0
530097064,35,1610000000000000.0,0
530097064,36,1650000000000000.0,0
530097064,37,1700000000000000.0,1
530097064,38,1700000000000000.0,1
530097064,39,1700000000000000.0,1
530097064,40,1700000000000000.0,1
530097064,42,160000000000000.0,0
530097064,43,140000000000000.0,0
530097064,44,120000000000000.0,0
530097064,45,100000000000000.0,0
530097064,46,80000000000000.0,0
530097064,47,60000000000000.0,0
530097064,49,50000000000000.0,0
530097064,50,50000000000000.0,0
530097064,51,70000000000000.0,0
530097064,52,90000000000000.0,0
530097064,54,130000000000000.0,0
530097064,55,150000000000000.0,1
530097064,56,170000000000000.0,1
530097064,57,190000000000000.0,1
530097064,59,230000000000000.0,1
530097064,60,249999984741210.94,3
530097064,61,270000000000000.0,4
530097064,62,290000000000000.0,6
530097064,63,140000000000000.0,0
530097064,70,417249969482421.9,0
530097064,71,424375000000000.0,0
530097064,72,417249969482421.9,0
530097064,73,424375000000000.0,0
530097064,75,424375000000000.0,0
530097064,76,417249969482421.9,0
530097064,77,424375000000000.0,0
530097064,79,400000000000000.0,0
530097064,80,400000000000000.0,0
530097064,81,180000000000000.0,2
530097064,82,180000000000000.0,2
530097064,83,180000000000000.0,2
530097064,84,180000000000000.0,2
530097064,85,180000000000000.0,2
530097064,86,220000000000000.0,7
530097064,87,220000000000000.0,6
530097064,88,220000000000000.0,7
530097064,89,220000000000000.0,7
530097064,90,260000000000000.0,10
530097064,91,260000000000000.0,10
530097064,92,260000000000000.0,9
530097064,94,1700000000000000.0,0
530097064,95,1800000000000000.0,0
530097064,96,1899999877929687.5,0
530097064,98,1999999877929687.5,0
530097064,99,1999999877929687.5,0
530097064,100,1999999877929687.5,0
530097064,101,1999999877929687.5,0
530097064,102,1999999877929687.5,0
530097064,103,1999999877929687.5,0
530097064,104,1999999877929687.5,0
530097064,105,1999999877929687.5,0
530097064,106,1999999877929687.5,0
530097064,107,1999999877929687.5,0
530097064,109,1999999877929687.5,0
530097064,110,1999999877929687.5,0
530097064,111,1999999877929687.5,0
530097064,112,1999999877929687.5,0
530097064,113,1999999877929687.5,0
530097064,114,1999999877929687.5,0
530097064,115,1999999877929687.5,0
530097064,116,1999999877929687.5,0
530097064,117,1999999877929687.5,0
530097064,121,773000000000000.0,0
530097064,124,50000000000000.0,0
488418919,4,800000000000000.0,0
488418919,5,800000000000000.0,0
488418919,6,800000000000000.0,0
488418919,7,100000000000000.0,0
488418919,8,200000000000000.0,0
488418919,9,300000000000000.0,0
488418919,10,400000000000000.0,0
488418919,11,499999969482421.9,0
488418919,12,600000000000000.0,0
